LoadID,LoadNumber,Status,ShipperID,CarrierID,OriginCity,OriginState,OriginZip,DestCity,DestState,DestZip,PickupDate,DeliveryDate,EquipmentType,Commodity,WeightLbs,Miles,CustomerRate,CarrierRate,FuelSurcharge,PONumber,BOLNumber,PRONumber,PODReceived,ExceptionNotes,DriverName,DriverPhone,CreatedAt
343,MF-10343,Delivered,103,129,Memphis,TN,38118,Houston,TX,77029,2026-06-10,2026-06-11,Van,Frozen food,20108,2015,1932,1608,302.14,PO-4700343,BOL829445,,Y,,,,2026-05-14 00:00:00
344,MF-10344,Delivered,104,36,Memphis,TN,38118,Houston,TX,77029,2026-06-05,2026-06-09,Reefer,Freshline dairy,33466,861,1703,1394,146.86,PO-4300344,BOL370782,PRO5440339,Y,,,,2026-05-15 00:00:00
345,MF-10345,Delivered,105,109,Kansas City,MO,64120,Denver,CO,80216,2026-06-24,2026-06-26,Reefer,Beverages,14963,2049,1989,1701,244.90,PO-6800345,BOL850151,,Y,,,,2026-05-16 00:00:00
346,MF-10346,Delivered,106,143,Indianapolis,IN,46225,Columbus,OH,43215,2026-06-13,2026-06-16,Reefer,Freshline dairy,33590,725,4022,3137,336.98,PO-4900346,BOL834061,,Y,,,,2026-05-17 00:00:00
347,MF-10347,Delivered,107,77,Seattle,WA,98134,Portland,OR,97210,2026-06-21,2026-06-25,Reefer,Beverages,33193,1591,4616,3645,473.53,PO-8900347,BOL605483,,Y,,,,2026-05-18 00:00:00
348,MF-10348,In Transit,108,56,Dallas,TX,75212,Atlanta,GA,30318,2026-08-21,2026-08-24,Van,Frozen food,21311,541,3282,2909,357.72,PO-7500348,BOL141241,PRO4204501,N,,Hannah Bennett,555-548-2318,2026-05-19 00:00:00
349,MF-10349,Delivered,109,78,Houston,TX,77029,Los Angeles,CA,90021,2026-08-12,2026-08-15,Van,Beverages,23629,1181,1973,1548,162.84,PO-6400349,BOL166052,PRO6162867,Y,,,,2026-05-20 00:00:00
350,MF-10350,In Transit,110,47,Phoenix,AZ,85043,Denver,CO,80216,2026-08-26,2026-08-27,Van,Retail freight,43164,485,4705,4100,622.53,PO-8700350,BOL707488,,N,,Maria Murphy,555-321-4468,2026-05-21 00:00:00
351,MF-10351,Delivered,111,76,Houston,TX,77029,Los Angeles,CA,90021,2026-06-24,2026-06-25,Flatbed,Dry grocery,11274,2032,4057,3238,394.44,PO-5900351,BOL960607,PRO8653507,Y,,,,2026-05-22 00:00:00
352,MF-10352,In Transit,112,81,Houston,TX,77029,Los Angeles,CA,90021,2026-08-25,2026-08-26,Flatbed,Electronics,34346,844,2781,2485,495.63,PO-4700352,BOL817318,PRO3304005,N,,Anika Nguyen,555-407-7983,2026-05-23 00:00:00
353,MF-10353,Delivered,113,23,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-20,2026-08-25,Reefer,Frozen food,32243,1313,1978,1752,191.48,PO-5000353,BOL559969,,Y,,,,2026-05-24 00:00:00
354,MF-10354,In Transit,114,53,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-25,2026-08-30,Van,Dry grocery,26594,1032,2134,1941,321.54,PO-8400354,BOL946632,PRO8986164,N,,Nia Nguyen,555-206-1118,2026-05-25 00:00:00
355,MF-10355,In Transit,115,87,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-24,2026-08-27,Reefer,Frozen food,27739,892,4337,3686,759.10,PO-6600355,BOL104792,PRO4219595,N,,Keisha Cole,555-238-3949,2026-05-26 00:00:00
356,MF-10356,Delivered,116,141,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-07,2026-06-10,Flatbed,Lumber,11477,576,4555,3952,459.19,PO-4700356,BOL935309,,Y,,,,2026-05-27 00:00:00
357,MF-10357,Covered,117,21,Chicago,IL,60608,Dallas,TX,75212,2026-08-19,2026-08-21,Flatbed,Dry grocery,36486,694,1621,1410,175.89,PO-6100357,BOL746781,PRO8602555,N,,,,2026-05-28 00:00:00
358,MF-10358,Delivered,118,21,Salt Lake City,UT,84104,Boise,ID,83702,2026-06-18,2026-06-20,Van,Beverages,29362,1038,1690,1529,257.12,PO-5200358,BOL883377,PRO6464086,Y,,,,2026-05-29 00:00:00
359,MF-10359,Delivered,119,13,El Paso,TX,79901,Albuquerque,NM,87102,2026-07-15,2026-07-17,Van,Plastic resin,39746,291,2938,2658,256.64,PO-6700359,BOL251981,,Y,,,,2026-05-30 00:00:00
360,MF-10360,In Transit,120,18,Atlanta,GA,30318,Miami,FL,33142,2026-08-20,2026-08-23,Reefer,Beverages,26389,459,1921,1507,262.92,PO-4700360,BOL993021,PRO8016631,N,,Hannah Hernandez,555-407-6503,2026-05-31 00:00:00
361,MF-10361,Delivered,1,107,Newark,NJ,07105,Charlotte,NC,28208,2026-07-28,2026-07-31,Van,Electronics,13667,1023,3767,3449,623.44,PO-7300361,BOL612977,PRO4631304,Y,,,,2026-06-01 00:00:00
362,MF-10362,In Transit,2,136,Kansas City,MO,64120,Denver,CO,80216,2026-08-22,2026-08-23,Reefer,Frozen food,8332,1035,3823,3488,655.17,PO-4200362,BOL142004,PRO9459346,N,,Omar Chen,555-793-4643,2026-06-02 00:00:00
363,MF-10363,Delivered,3,68,Indianapolis,IN,46225,Columbus,OH,43215,2026-06-25,2026-06-26,Reefer,Frozen food,22287,451,1450,1271,174.96,PO-6200363,BOL410158,,Y,,,,2026-06-03 00:00:00
364,MF-10364,Cancelled,4,21,Memphis,TN,38118,Houston,TX,77029,2026-06-25,2026-06-28,Flatbed,Beverages,37808,1129,3736,3304,308.00,PO-8900364,BOL245357,PRO7800818,N,,,,2026-06-04 00:00:00
365,MF-10365,Delivered,5,129,Seattle,WA,98134,Portland,OR,97210,2026-06-06,2026-06-10,Flatbed,Dry grocery,42794,246,1689,1408,251.79,PO-5800365,BOL546590,PRO4475340,Y,,,,2026-06-05 00:00:00
366,MF-10366,Dispatched,6,138,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-17,2026-08-20,Van,Lumber,32014,538,2897,2448,243.60,PO-8100366,BOL685934,PRO4434507,N,,Hannah Patel,555-313-7274,2026-06-06 00:00:00
367,MF-10367,Delivered,7,15,Detroit,MI,48209,Cleveland,OH,44113,2026-07-26,2026-07-31,Flatbed,Beverages,21749,1722,4481,3859,788.25,PO-8700367,BOL897846,,Y,,,,2026-06-07 00:00:00
368,MF-10368,Delivered,8,36,Dallas,TX,75212,Atlanta,GA,30318,2026-06-22,2026-06-26,Van,Frozen food,16041,1142,3253,2758,431.57,PO-8500368,BOL657742,PRO9939831,Y,,,,2026-06-08 00:00:00
369,MF-10369,Available,9,,Houston,TX,77029,Los Angeles,CA,90021,2026-08-17,2026-08-20,Flatbed,Frozen food,38007,358,2171,,367.31,PO-4500369,BOL509660,PRO5838090,N,,,,2026-06-09 00:00:00
370,MF-10370,Cancelled,10,36,Dallas,TX,75212,Atlanta,GA,30318,2026-08-12,2026-08-14,Van,Auto parts,9487,780,3432,2749,344.66,PO-6600370,BOL815551,PRO3215051,N,,,,2026-06-10 00:00:00
371,MF-10371,Delivered,11,38,Charlotte,NC,28208,Jacksonville,FL,32218,2026-06-30,2026-07-01,Van,Frozen food,30012,1023,4684,3805,818.50,PO-7700371,BOL459443,PRO6474513,N,,,,2026-06-11 00:00:00
372,MF-10372,In Transit,12,95,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-19,2026-08-22,Van,Steel coils,11101,483,2923,2677,458.84,PO-6200372,BOL398196,PRO3791109,N,,Keisha Hernandez,555-432-8933,2026-06-12 00:00:00
373,MF-10373,In Transit,13,37,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-15,2026-08-20,Van,Auto parts,36894,713,1568,1441,215.53,PO-6300373,BOL293458,,N,,Luis Kowalski,555-443-2915,2026-06-13 00:00:00
374,MF-10374,Dispatched,14,52,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-21,2026-08-23,Reefer,Frozen food,38018,2080,3057,2782,479.50,PO-6000374,BOL263633,,N,,Elena Kim,555-324-1408,2026-06-14 00:00:00
375,MF-10375,Dispatched,15,76,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-16,2026-08-19,Reefer,Beverages,10626,465,4222,3359,539.99,PO-8300375,BOL677723,,N,,Luis Shah,555-652-6549,2026-06-15 00:00:00
376,MF-10376,Delivered,16,12,Baltimore,MD,21224,Philadelphia,PA,19148,2026-06-29,2026-07-02,Reefer,Beverages,26214,580,3789,3234,599.15,PO-4100376,BOL187649,PRO8473546,Y,,,,2026-06-16 00:00:00
377,MF-10377,In Transit,17,25,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-18,2026-08-22,Reefer,Beverages,32224,970,3028,2424,500.77,PO-6300377,BOL112782,,N,,Kate Okafor,555-257-6915,2026-06-17 00:00:00
378,MF-10378,Delivered,18,28,Atlanta,GA,30318,Miami,FL,33142,2026-06-15,2026-06-16,Flatbed,Beverages,35776,1672,3102,2768,337.69,PO-6600378,BOL246347,PRO2444148,Y,,,,2026-06-18 00:00:00
379,MF-10379,Delivered,19,46,Atlanta,GA,30318,Miami,FL,33142,2026-06-26,2026-07-01,Van,Electronics,25912,1028,1762,1375,253.52,PO-5100379,BOL682813,PRO3297254,Y,,,,2026-06-19 00:00:00
380,MF-10380,Delivered,20,78,Newark,NJ,07105,Charlotte,NC,28208,2026-07-19,2026-07-24,Van,Steel coils,22714,234,2644,2245,407.14,PO-4000380,BOL261505,,Y,,,,2026-06-20 00:00:00
381,MF-10381,Cancelled,21,59,Memphis,TN,38118,Houston,TX,77029,2026-08-10,2026-08-13,Van,Beverages,26167,1189,4217,3669,349.35,PO-4400381,BOL727983,PRO9061215,N,,,,2026-06-21 00:00:00
382,MF-10382,In Transit,22,125,Memphis,TN,38118,Houston,TX,77029,2026-08-16,2026-08-20,Van,Retail freight,38214,1978,2067,1780,195.57,PO-8400382,BOL242079,PRO1887318,N,,Brett Shah,555-217-5252,2026-06-22 00:00:00
383,MF-10383,Delivered,23,7,Indianapolis,IN,46225,Columbus,OH,43215,2026-06-05,2026-06-08,Reefer,Beverages,20009,1746,1714,1460,268.49,PO-4600383,BOL727847,PRO6412444,Y,,,,2026-06-23 00:00:00
384,MF-10384,Covered,24,13,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-22,2026-08-25,Flatbed,Electronics,41958,756,2840,2542,230.86,PO-6300384,BOL916639,PRO6709506,N,,,,2026-06-24 00:00:00
385,MF-10385,Available,25,,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-25,2026-08-27,Van,Lumber,42449,1912,2305,,376.08,PO-7400385,BOL847159,PRO2912044,N,,,,2026-06-25 00:00:00
386,MF-10386,Delivered,26,3,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-11,2026-08-13,Reefer,Freshline dairy,42283,1743,1969,1761,332.71,PO-6100386,BOL280572,PRO1482504,Y,,,,2026-06-26 00:00:00
387,MF-10387,Dispatched,27,125,Seattle,WA,98134,Portland,OR,97210,2026-08-23,2026-08-25,Van,Paper rolls,15321,339,1721,1444,269.00,PO-4100387,BOL912323,PRO8235132,N,,Mei Brooks,555-414-3133,2026-06-27 00:00:00
388,MF-10388,Delivered,28,101,Louisville,KY,40210,Nashville,TN,37210,2026-08-21,2026-08-26,Van,Beverages,8673,1725,2436,1914,268.36,PO-4600388,BOL920375,,Y,,,,2026-06-28 00:00:00
389,MF-10389,In Transit,29,4,Dallas,TX,75212,Atlanta,GA,30318,2026-08-24,2026-08-27,Van,Auto parts,23848,1214,2057,1850,325.17,PO-7600389,BOL171656,,N,,Carlos Shah,555-556-6770,2026-06-29 00:00:00
390,MF-10390,In Transit,30,130,Dallas,TX,75212,Atlanta,GA,30318,2026-08-18,2026-08-20,Van,Steel coils,39110,930,2276,2068,375.84,PO-8400390,BOL718010,,N,,Keisha Bennett,555-204-2616,2026-06-30 00:00:00
391,MF-10391,In Transit,31,53,Chicago,IL,60608,Newark,NJ,07105,2026-08-24,2026-08-27,Reefer,Beverages,40493,1741,1906,1611,251.54,PO-6300391,BOL838963,,N,,Anika Chen,555-315-6149,2026-07-01 00:00:00
392,MF-10392,Dispatched,32,15,Houston,TX,77029,Los Angeles,CA,90021,2026-08-21,2026-08-25,Reefer,Freshline dairy,36046,566,3668,3070,654.72,PO-4400392,BOL981913,PRO7164643,N,,Kate Kim,555-654-4700,2026-07-02 00:00:00
393,MF-10393,Delivered,33,55,St. Louis,MO,63102,Kansas City,MO,64120,2026-05-31,2026-06-01,Reefer,Beverages,14666,1698,1888,1510,226.68,PO-5000393,BOL167853,PRO4340115,Y,,,,2026-07-03 00:00:00
394,MF-10394,Delivered,34,61,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-10,2026-08-12,Flatbed,Beverages,34229,909,4322,3834,602.34,PO-7000394,BOL799061,PRO7785437,Y,,,,2026-07-04 00:00:00
395,MF-10395,Cancelled,35,14,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-07,2026-08-11,Van,Steel coils,16821,240,3404,2892,486.22,PO-4600395,BOL873637,,N,,,,2026-07-05 00:00:00
396,MF-10396,Delivered,36,107,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-03,2026-08-07,Flatbed,Retail freight,42075,1751,3947,3423,615.80,PO-7100396,BOL931239,PRO5925168,Y,,,,2026-07-06 00:00:00
397,MF-10397,In Transit,37,92,Chicago,IL,60608,Dallas,TX,75212,2026-08-18,2026-08-21,Reefer,Beverages,37003,1121,2971,2504,491.07,PO-4200397,BOL134455,,N,,James Patel,555-640-2951,2026-07-07 00:00:00
398,MF-10398,In Transit,38,78,Chicago,IL,60608,Dallas,TX,75212,2026-08-15,2026-08-17,Reefer,Freshline dairy,38790,1154,4103,3518,549.55,PO-7500398,BOL995852,,N,,Andre Diaz,555-312-9037,2026-07-08 00:00:00
399,MF-10399,Delivered,39,53,Atlanta,GA,30318,Miami,FL,33142,2026-06-23,2026-06-28,Flatbed,Retail freight,10956,442,2565,2115,212.42,PO-6300399,BOL465823,PRO1451304,Y,,,,2026-07-09 00:00:00
400,MF-10400,Dispatched,40,61,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-20,2026-08-21,Reefer,Freshline dairy,13566,2044,2414,1962,268.46,PO-8400400,BOL168681,PRO2920509,N,,Hannah Patel,555-877-5001,2026-07-10 00:00:00
401,MF-10401,Delivered,41,5,Atlanta,GA,30318,Miami,FL,33142,2026-06-18,2026-06-21,Reefer,Beverages,9457,828,3125,2554,467.49,PO-6400401,BOL698059,PRO2639564,Y,,,,2026-07-11 00:00:00
402,MF-10402,Covered,42,47,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-15,2026-08-17,Reefer,Beverages,36573,593,2790,2241,306.77,PO-7100402,BOL766311,PRO2263679,N,,,,2026-07-12 00:00:00
403,MF-10403,Covered,43,7,Memphis,TN,38118,Houston,TX,77029,2026-08-22,2026-08-25,Reefer,Freshline dairy,14026,1649,4695,3810,724.39,PO-7700403,BOL199335,PRO5586302,N,,,,2026-07-13 00:00:00
404,MF-10404,Delivered,44,48,Seattle,WA,98134,Portland,OR,97210,2026-07-02,2026-07-04,Van,Steel coils,21112,1028,2628,2209,352.14,PO-6500404,BOL363470,PRO8603914,Y,,,,2026-07-14 00:00:00
405,MF-10405,In Transit,45,24,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-26,2026-08-31,Flatbed,Beverages,36424,2094,4713,4081,739.53,PO-7600405,BOL861911,PRO9762229,N,,Ryan Wright,555-474-9728,2026-07-15 00:00:00
406,MF-10406,Delivered,46,20,Detroit,MI,48209,Cleveland,OH,44113,2026-08-07,2026-08-09,Flatbed,Steel coils,12222,1478,3080,2539,502.11,PO-5300406,BOL987060,PRO5815809,Y,,,,2026-07-16 00:00:00
407,MF-10407,In Transit,47,31,Detroit,MI,48209,Cleveland,OH,44113,2026-08-16,2026-08-21,Reefer,Frozen food,36582,1044,4664,4178,589.60,PO-8100407,BOL138801,,N,,Luis Singh,555-228-5023,2026-07-17 00:00:00
408,MF-10408,Delivered,48,119,Louisville,KY,40210,Nashville,TN,37210,2026-07-23,2026-07-26,Flatbed,Auto parts,9304,293,1572,1438,202.13,PO-4500408,BOL429153,PRO2066723,Y,,,,2026-07-18 00:00:00
409,MF-10409,Available,49,,Houston,TX,77029,Los Angeles,CA,90021,2026-08-21,2026-08-22,Reefer,Frozen food,40784,2090,1858,,254.73,PO-4700409,BOL647312,PRO9812402,N,,,,2026-07-19 00:00:00
410,MF-10410,Delivered,50,16,Dallas,TX,75212,Atlanta,GA,30318,2026-07-26,2026-07-31,Reefer,Beverages,35713,626,4700,4158,486.89,PO-4900410,BOL212002,,Y,,,,2026-07-20 00:00:00
411,MF-10411,Cancelled,51,101,Charlotte,NC,28208,Jacksonville,FL,32218,2026-07-04,2026-07-07,Van,Beverages,28741,1297,3585,2984,626.91,PO-6700411,BOL597920,PRO5659599,N,,,,2026-07-21 00:00:00
412,MF-10412,Covered,52,130,Phoenix,AZ,85043,Denver,CO,80216,2026-08-21,2026-08-25,Reefer,Frozen food,11583,1594,4043,3700,568.37,PO-8200412,BOL351318,,N,,,,2026-07-22 00:00:00
413,MF-10413,Delivered,53,91,Minneapolis,MN,55401,Chicago,IL,60608,2026-05-30,2026-05-31,Van,Beverages,27719,364,3009,2737,516.92,PO-8800413,BOL346898,,Y,,,,2026-07-23 00:00:00
414,MF-10414,Covered,54,142,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-19,2026-08-22,Flatbed,Plastic resin,40223,1144,4633,3635,772.06,PO-8700414,BOL533021,PRO6582152,N,,,,2026-07-24 00:00:00
415,MF-10415,Dispatched,55,82,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-24,2026-08-27,Van,Retail freight,20041,1470,3256,2856,508.58,PO-6800415,BOL929443,PRO1051603,N,,Sofia Cole,555-760-6353,2026-07-25 00:00:00
416,MF-10416,Delivered,56,11,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-16,2026-07-21,Van,Auto parts,16525,1914,4322,3957,704.75,PO-7800416,BOL819064,PRO6358628,Y,,,,2026-07-26 00:00:00
417,MF-10417,Delivered,57,124,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-23,2026-07-25,Flatbed,Retail freight,33788,1974,2213,1752,258.39,PO-6400417,BOL975224,PRO4766269,Y,,,,2026-07-27 00:00:00
418,MF-10418,Delivered,58,113,Salt Lake City,UT,84104,Boise,ID,83702,2026-06-15,2026-06-20,Van,Frozen food,11262,1001,2212,1806,365.38,PO-7900418,BOL549737,PRO3504019,Y,,,,2026-07-28 00:00:00
419,MF-10419,Delivered,59,16,Atlanta,GA,30318,Miami,FL,33142,2026-08-04,2026-08-09,Van,Lumber,22711,1641,3258,2918,421.63,PO-5300419,BOL299800,PRO5466142,Y,,,,2026-07-29 00:00:00
420,MF-10420,Delivered,60,63,Newark,NJ,07105,Charlotte,NC,28208,2026-07-08,2026-07-10,Van,Electronics,35415,549,4775,3913,705.36,PO-6600420,BOL930958,,Y,,,,2026-07-30 00:00:00
421,MF-10421,Delivered,61,68,Newark,NJ,07105,Charlotte,NC,28208,2026-07-26,2026-07-31,Van,Retail freight,16729,1964,4051,3419,328.26,PO-6000421,BOL826687,PRO4560421,Y,,,,2026-07-31 00:00:00
422,MF-10422,Dispatched,62,33,Kansas City,MO,64120,Denver,CO,80216,2026-08-15,2026-08-20,Van,Frozen food,10982,190,2361,1997,272.53,PO-5600422,BOL629050,PRO6075231,N,,Elena Patel,555-253-6453,2026-08-01 00:00:00
423,MF-10423,Cancelled,63,6,Kansas City,MO,64120,Denver,CO,80216,2026-08-09,2026-08-14,Flatbed,Auto parts,30228,1977,2466,1982,318.81,PO-6900423,BOL238327,,N,,,,2026-08-02 00:00:00
424,MF-10424,Dispatched,64,15,Seattle,WA,98134,Portland,OR,97210,2026-08-24,2026-08-27,Reefer,Frozen food,25285,1238,2558,2318,271.97,PO-6000424,BOL556943,PRO6293931,N,,Nia Hernandez,555-569-8046,2026-08-03 00:00:00
425,MF-10425,Dispatched,65,94,Louisville,KY,40210,Nashville,TN,37210,2026-08-14,2026-08-16,Flatbed,Beverages,18718,1625,2341,1886,297.36,PO-6900425,BOL557629,,N,,Maria Singh,555-352-1894,2026-08-04 00:00:00
426,MF-10426,Available,66,,Detroit,MI,48209,Cleveland,OH,44113,2026-08-26,2026-08-30,Reefer,Freshline dairy,17702,433,3274,,423.32,PO-6200426,BOL198123,,N,,,,2026-08-05 00:00:00
427,MF-10427,Delivered,67,95,Louisville,KY,40210,Nashville,TN,37210,2026-06-21,2026-06-24,Flatbed,Electronics,35290,2065,1416,1208,194.10,PO-4400427,BOL358114,PRO2582179,Y,,,,2026-08-06 00:00:00
428,MF-10428,Available,68,,Louisville,KY,40210,Nashville,TN,37210,2026-08-22,2026-08-23,Reefer,Beverages,18077,239,1834,,300.22,PO-4500428,BOL582589,PRO9050632,N,,,,2026-08-07 00:00:00
429,MF-10429,Delivered,69,46,Chicago,IL,60608,Newark,NJ,07105,2026-06-10,2026-06-11,Van,Electronics,16475,612,2730,2491,491.35,PO-4300429,BOL940494,PRO6421907,Y,,,,2026-08-08 00:00:00
430,MF-10430,Dispatched,70,53,Dallas,TX,75212,Atlanta,GA,30318,2026-08-18,2026-08-23,Van,Plastic resin,33460,1776,1765,1381,177.95,PO-6500430,BOL398776,PRO3585950,N,,Carlos Kowalski,555-445-7535,2026-08-09 00:00:00
431,MF-10431,Delivered,71,124,Charlotte,NC,28208,Jacksonville,FL,32218,2026-07-01,2026-07-04,Flatbed,Auto parts,40087,1092,1793,1607,235.36,PO-6400431,BOL599583,,Y,,,,2026-08-10 00:00:00
432,MF-10432,In Transit,72,52,Houston,TX,77029,Los Angeles,CA,90021,2026-08-14,2026-08-18,Flatbed,Auto parts,22695,1506,3502,2899,442.49,PO-8300432,BOL848301,,N,,Sofia Chen,555-295-1662,2026-08-11 00:00:00
433,MF-10433,In Transit,73,63,Phoenix,AZ,85043,Denver,CO,80216,2026-08-22,2026-08-26,Van,Beverages,11127,1308,2418,2063,264.89,PO-4400433,BOL147285,PRO9567311,N,,Mei Brooks,555-330-5921,2026-08-12 00:00:00
434,MF-10434,Delivered,74,33,Charlotte,NC,28208,Jacksonville,FL,32218,2026-06-27,2026-07-02,Reefer,Beverages,38335,547,3462,2708,533.33,PO-5100434,BOL983855,PRO2397383,Y,,,,2026-08-13 00:00:00
435,MF-10435,Delivered,75,134,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-16,2026-07-21,Reefer,Beverages,20267,612,2798,2561,467.64,PO-5100435,BOL182020,PRO5350628,Y,,,,2026-08-14 00:00:00
436,MF-10436,Covered,76,3,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-20,2026-08-25,Van,Plastic resin,38157,1596,1877,1467,273.25,PO-6500436,BOL789666,PRO9165848,N,,,,2026-08-15 00:00:00
437,MF-10437,Delivered,77,39,El Paso,TX,79901,Albuquerque,NM,87102,2026-05-29,2026-06-02,Van,Auto parts,20335,1939,2181,1735,177.94,PO-4100437,BOL319393,PRO3435283,Y,,,,2026-08-16 00:00:00
438,MF-10438,In Transit,78,25,Atlanta,GA,30318,Miami,FL,33142,2026-08-16,2026-08-21,Van,Steel coils,37180,1173,1489,1185,253.49,PO-7000438,BOL120581,PRO5070650,N,,Tyler Brooks,555-685-7912,2026-08-17 00:00:00
439,MF-10439,Delivered,79,2,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-19,2026-08-22,Van,Plastic resin,27056,255,3430,3029,478.77,PO-7100439,BOL519095,PRO9185628,Y,,,,2026-08-18 00:00:00
440,MF-10440,Delivered,80,61,Chicago,IL,60608,Dallas,TX,75212,2026-06-19,2026-06-20,Flatbed,Retail freight,39020,419,2497,2259,303.92,PO-7100440,BOL752944,PRO6817736,Y,,,,2026-05-01 00:00:00
441,MF-10441,Delivered,81,37,Memphis,TN,38118,Houston,TX,77029,2026-08-23,2026-08-25,Flatbed,Paper rolls,30226,2067,3194,2595,325.69,PO-7800441,BOL994911,PRO8859576,Y,,,,2026-05-02 00:00:00
442,MF-10442,Delivered,82,121,Memphis,TN,38118,Houston,TX,77029,2026-07-07,2026-07-11,Flatbed,Retail freight,21579,758,4675,4281,449.75,PO-8400442,BOL885650,,Y,,,,2026-05-03 00:00:00
443,MF-10443,In Transit,83,107,Memphis,TN,38118,Houston,TX,77029,2026-08-23,2026-08-25,Reefer,Frozen food,31513,1984,2257,1936,406.09,PO-5600443,BOL474387,PRO3931227,N,,Sofia Diaz,555-510-4845,2026-05-04 00:00:00
444,MF-10444,Covered,84,47,Memphis,TN,38118,Houston,TX,77029,2026-08-14,2026-08-15,Reefer,Frozen food,39874,708,3929,3189,535.12,PO-6100444,BOL923012,PRO1783099,N,,,,2026-05-05 00:00:00
445,MF-10445,Dispatched,85,107,Seattle,WA,98134,Portland,OR,97210,2026-08-24,2026-08-29,Flatbed,Frozen food,14676,1866,1833,1630,258.39,PO-7500445,BOL144008,PRO3802571,N,,Maria Wright,555-668-2817,2026-05-06 00:00:00
446,MF-10446,In Transit,86,136,Seattle,WA,98134,Portland,OR,97210,2026-08-21,2026-08-23,Reefer,Beverages,21231,1079,2770,2478,255.67,PO-6600446,BOL906584,PRO5115720,N,,Nia Garcia,555-357-6959,2026-05-07 00:00:00
447,MF-10447,Covered,87,82,Dallas,TX,75212,Atlanta,GA,30318,2026-08-21,2026-08-24,Van,Frozen food,31635,1469,2489,2071,387.00,PO-8200447,BOL357374,,N,,,,2026-05-08 00:00:00
448,MF-10448,Dispatched,88,18,Chicago,IL,60608,Newark,NJ,07105,2026-08-14,2026-08-16,Reefer,Freshline dairy,41904,322,1521,1280,238.82,PO-4500448,BOL454737,,N,,Tyler Okafor,555-898-6927,2026-05-09 00:00:00
449,MF-10449,Cancelled,89,55,Dallas,TX,75212,Atlanta,GA,30318,2026-07-01,2026-07-02,Van,Auto parts,42064,785,3753,2957,537.28,PO-6600449,BOL521530,PRO6105693,N,,,,2026-05-10 00:00:00
450,MF-10450,Dispatched,90,36,Houston,TX,77029,Los Angeles,CA,90021,2026-08-21,2026-08-22,Flatbed,Electronics,36976,1608,3629,3147,514.66,PO-6200450,BOL951266,PRO7786479,N,,Luis Murphy,555-656-4360,2026-05-11 00:00:00
451,MF-10451,Dispatched,91,91,Phoenix,AZ,85043,Denver,CO,80216,2026-08-25,2026-08-26,Reefer,Beverages,42166,877,2275,1804,307.53,PO-8800451,BOL766564,,N,,Luis Okafor,555-753-5651,2026-05-12 00:00:00
452,MF-10452,Delivered,92,134,Charlotte,NC,28208,Jacksonville,FL,32218,2026-07-26,2026-07-29,Reefer,Frozen food,16114,277,2927,2389,382.71,PO-8800452,BOL782583,PRO8528555,Y,,,,2026-05-13 00:00:00
453,MF-10453,Delivered,93,31,Phoenix,AZ,85043,Denver,CO,80216,2026-06-28,2026-07-01,Flatbed,Electronics,23324,897,3971,3467,653.03,PO-5900453,BOL398357,PRO3348331,Y,,,,2026-05-14 00:00:00
454,MF-10454,Dispatched,94,87,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-25,2026-08-28,Flatbed,Paper rolls,14045,307,4314,3622,522.88,PO-6700454,BOL236381,PRO8485391,N,,Hannah Wright,555-300-3401,2026-05-15 00:00:00
455,MF-10455,Delivered,95,87,Salt Lake City,UT,84104,Boise,ID,83702,2026-06-11,2026-06-16,Reefer,Beverages,40082,1678,3134,2881,466.66,PO-6600455,BOL963829,,Y,,,,2026-05-16 00:00:00
456,MF-10456,In Transit,96,17,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-15,2026-08-19,Flatbed,Lumber,32204,2067,3338,2618,319.39,PO-4700456,BOL730823,PRO2851133,N,,Brett Garcia,555-417-8461,2026-05-17 00:00:00
